from_domain_char_count,body_word_count,subject_word_count,longest_sentence_length,has_quoted_reply,has_email_closing,link_count,capital_letter_count,capital_letter_ratio,subject_caps_ratio,punctuation_count,punctuation_ratio,question_mark_count,number_count,number_ratio,finance_symbol_count,emoji_count,emoji_ratio,has_important,feedback_words,day_of_week,time_of_day,letter_count,whitespace_ratio,label
7,9863,7,379,1,0,39,7432,0.1408,0.1892,13144,0.1486,24,6273,0.119,0,3,0.0,1,1,5,0,52773,0.3089,1
14,7347,3,286,1,0,31,4928,0.1235,0.1667,11045,0.148,26,4061,0.1018,0,0,0.0,1,0,4,0,39896,0.4923,1
19,866,2,90,1,0,8,181,0.0489,0.0769,1029,0.1854,7,396,0.1073,0,1,0.0002,1,1,6,1,3705,0.1157,1
19,851,2,78,1,0,7,192,0.0525,0.0769,1002,0.184,7,377,0.1035,0,1,0.0002,1,1,1,1,3654,0.1156,1
21,5750,6,304,1,0,40,1492,0.0584,0.1667,8988,0.1805,30,3256,0.1276,14,0,0.0,1,0,5,1,25552,0.4709,1
15,1834,4,149,1,0,13,142,0.0183,0.1,2379,0.2043,3,1048,0.1351,5,1,0.0001,1,0,3,1,7779,0.0567,1
18,2702,4,353,1,0,23,7115,0.323,0.0909,4456,0.1308,15,4359,0.1981,0,0,0.0,1,0,6,0,22030,0.1404,1
10,13565,7,502,1,1,107,1323,0.0216,0.0,19840,0.209,84,7696,0.1258,0,18,0.0002,1,1,1,3,61198,0.1009,1
19,866,2,90,1,0,8,179,0.0482,0.0769,1029,0.1854,7,390,0.1055,0,1,0.0002,1,1,6,1,3711,0.1155,1
9,62,4,24,0,1,0,13,0.0402,0.0333,15,0.0396,1,7,0.0239,0,0,0.0,0,0,3,0,323,0.215,1
8,1025,2,108,1,1,10,360,0.0788,0.0667,1509,0.1815,1,522,0.1147,0,0,0.0,1,1,2,1,4567,0.3794,1
13,1122,3,84,1,1,3,179,0.0349,0.1333,1190,0.1363,2,152,0.0297,1,5,0.0006,0,1,4,1,5136,0.4401,1
21,3074,6,475,1,0,18,349,0.0254,0.05,4896,0.2219,10,2457,0.1796,0,5,0.0002,1,1,1,1,13720,0.0751,1
13,6687,9,123,1,0,49,2728,0.085,0.1875,9962,0.1822,7,3177,0.0992,0,0,0.0,1,1,6,2,32081,0.2966,1
31,4739,5,187,1,0,10,1829,0.0876,0.125,7596,0.1285,8,1817,0.0872,0,0,0.0,1,0,5,1,20888,1.3844,1
19,854,2,79,1,0,7,182,0.0498,0.0769,1005,0.1842,7,381,0.1045,0,1,0.0002,1,1,1,1,3658,0.1155,1
8,11656,4,254,1,0,65,8442,0.1299,0.1538,18026,0.1777,21,10211,0.1571,0,4,0.0,1,1,2,1,65006,0.126,1
16,5479,11,166,1,0,65,22659,0.3933,0.1111,6893,0.0767,58,11200,0.1946,0,0,0.0,1,0,6,1,57611,0.2474,1
15,3953,10,255,1,0,24,549,0.0326,0.2222,6013,0.2196,1,1806,0.1074,0,0,0.0,1,0,1,3,16837,0.1638,1
6,67,3,18,0,0,2,50,0.1259,0.0,27,0.0559,1,16,0.0427,0,0,0.0,0,0,6,0,397,0.1733,1
21,8083,4,254,1,0,86,5602,0.1453,0.1364,8408,0.1508,42,6167,0.1601,0,2,0.0,1,1,2,3,38553,0.0679,1
16,2764,11,174,1,1,17,914,0.0722,0.0526,3959,0.2102,13,1404,0.1112,0,1,0.0001,1,0,3,1,12666,0.0664,1
19,1105,6,79,1,0,10,244,0.0523,0.037,1301,0.1862,9,509,0.1097,0,1,0.0001,1,1,0,2,4665,0.1154,1
16,7503,5,349,1,0,67,8113,0.1773,0.093,10804,0.1529,0,5374,0.1176,0,1,0.0,1,0,4,1,45754,0.1919,1
12,3585,7,1059,1,0,23,384,0.0244,0.1837,4775,0.2111,7,1726,0.1102,0,0,0.0,1,0,2,0,15709,0.0294,1
10,6573,7,76,1,1,78,15686,0.3026,0.0179,6859,0.0976,44,7839,0.1514,4,51,0.0007,1,1,4,0,51835,0.0708,1
23,11776,3,249,1,1,93,4057,0.0722,0.0556,17213,0.1896,69,9449,0.1682,15,4,0.0,1,0,6,1,56195,0.1345,1
9,2117,4,244,1,0,6,120,0.0128,0.1579,2249,0.1676,1,472,0.0506,0,5,0.0004,0,0,1,3,9355,0.1451,1
19,1070,6,78,1,0,10,244,0.053,0.037,1292,0.1876,9,507,0.1108,0,1,0.0001,1,1,0,3,4603,0.1115,1
21,8113,5,308,1,0,60,1024,0.0289,0.0476,13065,0.1835,46,4501,0.1271,30,1,0.0,1,0,3,2,35432,0.5142,1
19,854,2,79,1,0,7,182,0.0499,0.0769,1005,0.1844,7,381,0.1048,0,1,0.0002,1,1,6,0,3650,0.1158,1
19,1110,8,78,1,0,10,260,0.0538,0.025,1309,0.1834,9,502,0.1048,0,1,0.0001,1,1,2,0,4831,0.1117,1
18,2055,9,359,1,0,11,1832,0.1789,0.129,3348,0.1841,9,1833,0.1795,0,0,0.0,1,0,1,1,10242,0.2733,1
23,9614,3,389,1,1,86,2401,0.0536,0.0556,14010,0.1925,62,7384,0.165,9,4,0.0001,1,0,3,1,44780,0.1396,1
19,857,2,78,1,0,7,178,0.0485,0.0769,1004,0.1834,7,381,0.1041,0,1,0.0002,1,1,1,1,3672,0.1162,1
13,893,5,64,1,1,7,890,0.1782,0.2941,1204,0.1404,4,649,0.1304,0,0,0.0,1,0,6,3,4994,0.3506,1
16,2755,4,265,1,0,8,141,0.0117,0.1379,3898,0.1858,3,924,0.0767,0,0,0.0,1,1,2,3,12073,0.3414,1
16,1863,4,100,1,1,28,4325,0.2964,0.0455,2429,0.1174,27,2307,0.1584,0,0,0.0,1,0,6,3,14590,0.0947,1
15,1788,4,147,1,0,15,147,0.0193,0.1,2391,0.2094,2,1010,0.1329,5,1,0.0001,1,0,3,1,7618,0.0533,1
12,3299,4,273,1,0,27,838,0.0609,0.0588,5043,0.1739,9,1562,0.1138,0,0,0.0,0,0,0,0,13754,0.6317,1
7,10249,7,403,1,0,39,7439,0.1372,0.1944,13501,0.1495,24,6305,0.1164,0,3,0.0,1,1,5,0,54216,0.3007,1
12,3038,7,273,1,0,18,817,0.0644,0.0851,4654,0.1701,8,1478,0.1169,0,0,0.0,0,0,3,0,12691,0.6793,1
15,1762,3,351,1,1,15,310,0.0401,0.0357,2549,0.1731,2,735,0.0954,5,1,0.0001,1,1,3,0,7733,0.4837,1
8,927,2,108,1,1,9,338,0.0825,0.0667,1361,0.181,1,481,0.1178,0,0,0.0,1,1,0,1,4098,0.3899,1
6,69,3,20,0,0,2,56,0.1418,0.0,31,0.0642,1,14,0.0375,0,0,0.0,0,0,4,0,395,0.1743,1
18,924,3,163,1,0,5,84,0.0216,0.0588,1401,0.236,3,377,0.0974,0,1,0.0002,1,0,2,0,3887,0.0742,1
16,2767,11,174,1,1,17,929,0.0735,0.0526,3951,0.2098,13,1441,0.1143,0,1,0.0001,1,0,5,2,12647,0.066,1
19,854,2,79,1,0,7,182,0.0498,0.0769,1005,0.1844,7,379,0.1041,0,1,0.0002,1,1,5,1,3652,0.1157,1
19,1115,8,79,1,0,10,266,0.0558,0.025,1309,0.1853,9,490,0.1037,0,1,0.0001,1,1,2,1,4767,0.1132,1
12,10721,11,350,1,1,33,4023,0.0772,0.0185,13881,0.148,34,4808,0.0924,0,42,0.0004,1,1,4,3,52090,0.4392,1
10,7436,6,228,1,0,70,16959,0.2871,0.0357,9115,0.0804,58,9038,0.1531,0,2,0.0,1,1,1,0,59078,0.612,1
19,851,2,78,1,0,7,168,0.046,0.0769,1002,0.184,7,381,0.1048,0,1,0.0002,1,1,5,2,3650,0.1158,1
15,1834,4,149,1,0,13,142,0.0183,0.1,2379,0.2045,3,1042,0.1343,5,1,0.0001,1,0,3,1,7779,0.0567,1
10,747,3,89,1,0,10,96,0.0317,0.1538,735,0.1224,0,222,0.0737,0,0,0.0,0,0,1,2,3026,0.6757,1
15,4022,10,270,1,0,25,514,0.0298,0.2727,5933,0.213,2,1880,0.1091,0,0,0.0,1,0,1,1,17254,0.1634,1
24,3683,18,112,1,0,27,2428,0.1224,0.225,5596,0.1878,18,1694,0.0856,0,1,0.0,1,0,3,3,19838,0.1366,1
19,851,2,78,1,0,7,182,0.0499,0.0769,1002,0.1841,7,380,0.1045,0,1,0.0002,1,1,2,2,3648,0.1158,1
9,5091,4,310,1,0,46,5812,0.1833,0.087,6779,0.1309,25,3107,0.098,0,0,0.0,1,0,6,0,31715,0.3221,1
21,9169,5,304,1,0,51,1748,0.0442,0.0526,14900,0.1873,42,4023,0.1017,19,0,0.0,1,0,4,1,39558,0.5337,1
16,2769,11,174,1,1,17,1005,0.0789,0.0526,3951,0.2099,13,1339,0.1055,0,1,0.0001,1,0,6,1,12731,0.066,1
12,1385,4,283,1,0,8,492,0.0866,0.0667,2309,0.2045,2,726,0.1285,0,0,0.0,0,0,6,3,5680,0.4609,1
19,1070,6,78,1,0,10,258,0.0557,0.037,1295,0.1874,9,497,0.1079,0,1,0.0001,1,1,1,0,4635,0.1109,1
19,858,2,79,1,0,7,178,0.0489,0.0769,1009,0.1854,7,381,0.1051,0,1,0.0002,1,1,5,1,3638,0.1161,1
24,3805,10,255,1,0,25,2229,0.1118,0.2222,5873,0.1948,15,1634,0.0821,0,1,0.0,1,0,3,0,19933,0.1376,1
12,3589,7,1063,1,0,23,382,0.0243,0.1837,4781,0.2111,7,1751,0.1119,0,0,0.0,1,0,2,1,15697,0.0296,1
19,866,2,91,1,0,7,188,0.0512,0.0769,1024,0.1859,7,393,0.1074,0,1,0.0002,1,1,3,1,3672,0.1167,1
12,2464,5,96,1,0,20,742,0.0705,0.2162,3775,0.1709,5,1152,0.1099,2,0,0.0,0,0,2,0,10520,0.6368,1
12,10512,19,349,1,0,34,4291,0.0826,0.119,13873,0.1488,39,4772,0.092,2,10,0.0001,1,1,5,1,51954,0.4342,1
21,9169,5,304,1,0,51,1748,0.0442,0.0526,14900,0.1873,42,4009,0.1014,19,0,0.0,1,0,4,3,39572,0.5335,1
15,1834,4,149,1,0,13,143,0.0184,0.1,2379,0.2045,3,1045,0.1348,5,1,0.0001,1,0,3,1,7774,0.0567,1
17,1587,6,233,1,1,12,991,0.1117,0.1724,1918,0.115,0,679,0.0768,0,1,0.0001,1,1,1,1,8873,0.5909,1
11,2559,5,132,1,0,14,179,0.016,0.1176,3921,0.1905,12,718,0.0642,0,0,0.0,1,0,1,0,11202,0.4257,1
21,5344,5,302,1,1,40,1036,0.0419,0.0588,8681,0.201,32,2346,0.095,4,1,0.0,1,1,0,2,24715,0.3023,1
12,1467,3,103,1,0,10,490,0.0808,0.0455,2343,0.1942,2,738,0.1221,0,0,0.0,0,0,5,0,6067,0.4859,1
11,2552,5,126,1,0,14,174,0.0156,0.1111,3912,0.1904,12,712,0.0638,0,0,0.0,1,0,3,0,11179,0.4265,1
9,1726,3,180,1,0,7,514,0.057,0.0667,1584,0.1305,4,364,0.0405,0,0,0.0,1,1,6,0,9012,0.131,1
21,9174,5,304,1,0,52,1750,0.0441,0.0526,14906,0.1872,42,3974,0.1003,18,0,0.0,1,0,4,3,39648,0.5325,1
19,2781,8,185,1,1,30,4338,0.2355,0.175,3479,0.0732,19,2637,0.1435,0,0,0.0,1,1,5,1,18420,1.2515,1
8,819,2,108,1,1,8,299,0.0833,0.0667,1199,0.1797,1,447,0.1251,0,0,0.0,1,1,3,3,3589,0.4063,1
11,6286,3,149,1,0,21,1551,0.0554,0.04,9608,0.2231,5,2241,0.0801,0,2,0.0,1,1,0,3,27995,0.116,1
12,2124,6,218,1,1,10,470,0.0507,0.04,2807,0.2068,5,949,0.1026,0,2,0.0001,1,0,5,1,9272,0.0613,1
21,3223,6,222,1,0,17,2195,0.1212,0.1724,4575,0.0998,12,1968,0.1088,0,0,0.0,1,0,4,0,18109,1.1743,1
7,9649,7,397,1,0,33,6922,0.1354,0.2121,12622,0.1481,22,5763,0.1128,0,3,0.0,1,0,4,0,51127,0.3074,1
15,1940,2,112,1,1,18,567,0.066,0.1818,3054,0.1781,7,853,0.0995,0,2,0.0001,1,0,5,1,8587,0.5409,1
14,3386,4,233,1,0,22,259,0.0175,0.1579,3306,0.1511,2,726,0.0492,0,10,0.0005,0,0,2,1,14789,0.2074,1
19,1096,8,79,1,0,10,246,0.0518,0.025,1308,0.1863,9,486,0.1032,0,1,0.0001,1,1,2,0,4751,0.1093,1
19,1103,6,79,1,0,10,252,0.0539,0.037,1297,0.1856,9,503,0.1082,0,1,0.0001,1,1,6,1,4675,0.1151,1
